3.923112485555824147e-01,3.590560309779475268e-01,9.022153416904251655e-01,3.924063479863884596e-01,3.171848478859133347e-01,4.224292380403889546e-01,4.755361727514221815e-01,4.756012162512824881e-01,2.998761852822288687e-01,4.954014800338008007e-01,4.973506357179254822e-01,3.796756174629253300e-01,5.122370709081086604e-01,3.573544064460050240e-01,5.324649491838294724e-01,3.981603136765783368e-01,3.787229385338883314e-01,3.924048282959544665e-01,4.389046641401216919e-01,7.612940269390129355e-01,3.494967683828606453e-01,4.448386946099085471e-01,4.326344010092649239e-01,2.073085263066669348e-01,4.187832457639527606e-01,3.561488971856222596e-01,3.924060907841749879e-01,4.200613072823691785e-01,4.631922794346558514e-01,3.551283693638186967e-01,3.550512738747106378e-01,3.923987707778318068e-01,3.924064469261177579e-01,2.633041262501055191e-01,4.226844580933221129e-01,3.922732656634082549e-01,7.817848651778606106e-01,5.385422573323638273e-01,3.935797262844002997e-01,3.924049058405881807e-01
4.963424120033056997e-01,9.821602849185125453e-03,1.979871134669762556e-02,4.973369409263049268e-01,1.708401625911101784e-01,2.523221837533282663e-01,1.307210420928258121e-01,1.292901582957310114e-01,9.352203537006294198e-02,6.377631572419863171e-02,1.310607347958378799e-01,2.413989517636148940e-01,6.261686947355839250e-02,8.385958906015236747e-02,5.954294579413706850e-02,1.385343232835205829e-01,1.288524873402822901e-01,4.973097256511771480e-01,1.134278767620612166e-01,1.971326603092564411e-03,1.260421508478948571e-01,2.622990994778447438e-01,2.595452905827215773e-01,1.738262144916478680e-01,1.247203347987380917e-01,1.198829901305563661e-01,4.973407580242613091e-01,2.542039821884272688e-01,2.625249234924861286e-01,8.530946612508466531e-02,1.806304529003979198e-01,4.971532156098402710e-01,4.973428156782903620e-01,4.110369896599844197e-02,2.610023175314860611e-01,4.966728133129713618e-01,2.324234738377246867e-02,6.142798875257274999e-02,6.420532174599574704e-02,4.972937117466287860e-01
3.580450264056035947e-01,8.145719955712182186e-03,3.445319812983521635e-01,3.606771927401915545e-01,2.024096316927360695e-01,3.760792608593568342e-01,4.015750059216810497e-01,3.937983493428584558e-01,2.554718003539295790e-01,2.833907673309522535e-01,3.835945414130961795e-01,3.991721500379283305e-01,3.437620226251642541e-01,2.128557940167223050e-01,3.498576017057455911e-01,3.877316556143491355e-01,3.287640123198038444e-01,3.606065001949776416e-01,3.540414564140918485e-01,2.749622431780713305e-01,3.215829908132452064e-01,3.745392339045369168e-01,3.796385793032163170e-01,2.243686578431280110e-01,3.684503754684312349e-01,9.158348968172271010e-02,3.606900050217975995e-01,3.681346239711124069e-01,3.818907229919275559e-01,4.112688771937267895e-01,2.495304776097043431e-01,3.600689486176972265e-01,3.606975159094037986e-01,3.679573456879102478e-02,3.458353727343227435e-01,3.601679516462439890e-01,2.676397223060026920e-01,3.125395744043161228e-01,3.964735081858607457e-01,3.605243389876872095e-01
3.259933579570947204e-01,1.646605169652979456e-02,1.552003958974234044e-01,3.318303661169433871e-01,3.074826361141421716e-01,2.723254474394920521e-01,1.949379889574216207e-01,1.933425130606670483e-01,1.515543672883072623e-01,1.463883564504624146e-01,1.983823574134817025e-01,2.910711061339583683e-01,1.129319956037963812e-01,2.271828262474606119e-01,1.145829277790424428e-01,1.873798562572349113e-01,1.610145224879609427e-01,3.316993506565396599e-01,1.778709754723831471e-01,-3.428732423112240430e-03,1.799814030107952934e-01,2.784944064714424128e-01,2.780347917441303163e-01,2.288789629273068338e-01,2.328798925503059725e-01,2.228487977833417677e-01,3.318516313025395292e-01,2.653087069924854879e-01,2.845111756934637914e-01,9.252775750687827760e-02,2.524672632242254688e-01,3.304551283118085658e-01,3.318750156248176375e-01,4.146550160900562554e-02,2.641775486514204574e-01,3.315831184849591384e-01,9.510172474068326331e-02,1.298224274563149205e-01,9.881546516300646066e-02,3.314727640393794195e-01
4.793125228431905915e-01,5.985325063631774523e-02,4.929168192034941859e-02,4.946284921461920336e-01,1.742203885723056234e-01,3.030351694002284546e-01,2.191352394737987319e-01,2.153873398213554946e-01,1.377786313039255639e-01,1.097526354128071230e-01,2.084582331572910063e-01,3.113286421249045199e-01,1.157689921063977667e-01,1.251322648674015603e-01,1.016678819774729237e-01,1.841635244903749580e-01,2.583731055300447776e-01,4.943590979911764993e-01,1.880275805901381048e-01,-2.359140627952726471e-02,1.962683415258080211e-01,3.417905607043991711e-01,3.155617060895994364e-01,2.091380285756409829e-01,1.988875694545013673e-01,1.400204920186250424e-01,4.946577364786255426e-01,2.958379607818235613e-01,3.501803520906791034e-01,1.158178978155442740e-01,2.331728355547046661e-01,4.912077627877809438e-01,4.947340933927276696e-01,1.472022649777666170e-01,3.241048939621135050e-01,4.939358540806391140e-01,5.464446148211320881e-02,1.161359539922346001e-01,9.286678858198120501e-02,4.937180811513233736e-01
3.857986398375542469e-01,5.027441538543129390e-02,1.564838632383332429e-01,4.027818757345469347e-01,1.848241730156489349e-01,3.579070745489558170e-01,2.555776867266084107e-01,2.363419350270057340e-01,1.967763865327971651e-01,1.468239499614829024e-01,2.413546796083360091e-01,3.166936603802784633e-01,1.785580817621880145e-01,1.601586259646856358e-01,1.951146264366029337e-01,2.241073524415809759e-01,2.355289894745047630e-01,4.025622188784996336e-01,2.642483273413184786e-01,7.566963068260060266e-02,2.019176411427931472e-01,3.119195551118303933e-01,3.407929680119295424e-01,2.451726279389837004e-01,2.126337535020539626e-01,3.730545244354139811e-01,4.027835930363056205e-01,3.362727407913536082e-01,3.031816665134061672e-01,2.301254479485047300e-01,3.075905398303614424e-01,3.993268363785490438e-01,4.028813101035326194e-01,4.921689494030341561e-02,3.299230122307898472e-01,4.008422245304816833e-01,1.262526039838192671e-01,1.709255750757918690e-01,1.842904155900813856e-01,4.018451035745240763e-01
2.645407381610149766e-01,3.235780743093686143e-03,4.763159083996159476e-02,2.771993958161949601e-01,3.725124994820830371e-01,2.681784575040115359e-01,2.558390294906675022e-01,2.519250612393862943e-01,2.290478871677027739e-01,1.251576601419181756e-01,2.783440118793031326e-01,2.608624916434256757e-01,2.406261062640723258e-01,3.561044911859689299e-01,2.438024033509162691e-01,1.845844189481474495e-01,1.853030409540974699e-01,2.770914563251685170e-01,2.491915999510789514e-01,1.146159193327345727e-01,1.524792292605140764e-01,2.810861923870732748e-01,2.664157630815818800e-01,3.365725133993997531e-01,2.489288439338164516e-01,3.383548127194578869e-01,2.771777206776465663e-01,2.556410567328467609e-01,2.769250558609567259e-01,8.491175925879332342e-02,3.826876947658940931e-01,2.749360053770583123e-01,2.772581388900428045e-01,-2.515247241525544325e-02,2.627934751856726980e-01,2.745276702659308343e-01,4.267705583082237464e-02,1.892669521001589805e-01,1.451724971840184786e-01,2.765755008262378856e-01
4.700959686547874217e-01,2.164932567500510614e-03,-6.340527700842499802e-03,4.894277904461317719e-01,1.921158370030355556e-01,2.683990656810472109e-01,1.804803289101121477e-01,1.825834442998247042e-01,1.188357313333044257e-01,1.103715084828989779e-01,1.782405990210936542e-01,3.087253207333122695e-01,1.014120850051664358e-01,1.188553492882464535e-01,7.982960088740491400e-02,1.436776897588928903e-01,2.100462338200765333e-01,4.893437024470917995e-01,1.473591756954988341e-01,-2.079547043439091206e-02,1.929635263608633078e-01,3.097639691481109958e-01,2.872424178708653519e-01,1.820342318249815738e-01,2.099742135770859552e-01,9.578485291216611019e-02,4.893591297981682575e-01,2.620629513519024956e-01,3.170621929498141367e-01,7.891274503472865687e-02,1.871122743185939796e-01,4.865251035516615641e-01,4.894910184234544936e-01,4.160833530292843557e-02,2.887549799144809581e-01,4.832984248143800121e-01,-2.016660307451539035e-03,1.013439479616369404e-01,7.159100781128574509e-02,4.886146635446061981e-01
4.331927074497520236e-01,-5.002271329148171713e-02,2.739484097710315029e-03,4.451150518825705560e-01,1.973269690625754913e-01,2.340548700245362324e-01,1.233927404904824193e-01,1.174012455739383565e-01,1.084050724950786498e-01,6.827110365989082219e-02,1.145360330700736368e-01,2.892739213995051961e-01,4.403947831062401952e-02,8.887592448434732118e-02,3.343675308997903078e-02,1.217893830063868088e-01,1.275043201907000712e-01,4.451095075763362163e-01,9.159583609552512939e-02,-2.006343107966704689e-02,1.462160944507212013e-01,2.471331785011432747e-01,2.447882419907426998e-01,1.675039423272201011e-01,1.497135419740122098e-01,1.203939904122122290e-01,4.450501651443528051e-01,2.269092163020076658e-01,2.580475771217458636e-01,5.418732327429901657e-02,1.693339789880517754e-01,4.437173114791937989e-01,4.451356881007282884e-01,8.556767789558078485e-02,2.247140634218582900e-01,4.401137238552047526e-01,-6.697392351529740141e-03,4.945228586435355955e-02,4.948079831558153258e-02,4.447169246805252607e-01
2.455405920777405659e-01,1.218477371279923366e-01,2.885903793717837784e-01,2.489012566427379614e-01,4.036497479207730721e-01,4.343185102617272420e-01,5.600662302871766141e-01,5.916664268664488802e-01,4.065476059611654591e-01,4.121462200289857103e-01,7.808663545792081662e-01,3.759462864441764918e-01,1.025349331117125340e+00,6.370755323606679399e-01,1.094136117789429763e+00,5.186582583270693547e-01,3.604345739028036455e-01,2.489105696457699080e-01,5.568815347082394229e-01,1.530884537709593873e+00,3.217439532455055873e-01,4.474374194532206861e-01,4.413439923014733646e-01,3.415081614218246631e-01,5.663645580415703762e-01,1.203493778553584026e-01,2.488766027724550467e-01,4.310901904571436405e-01,4.376314707168622586e-01,3.402493496520071492e-01,4.331654469986101486e-01,2.486319252478268182e-01,2.489013668286089997e-01,4.238087531760377225e-01,4.023102254291983648e-01,2.472100297130163660e-01,2.532163410813448312e-01,6.715603434701304941e-01,6.389467236185695231e-01,2.488234239291740313e-01
