2.094911829367109846e-01,3.432479497309847694e-01,1.712318632684811659e-01,-5.237780453213917464e+07,2.798689954881581343e-01,2.079086894688453035e-01,2.871920258046283259e-01,9.794197351908781601e-02,2.033679238681705692e-01,5.416077811897374028e-01,2.038443586697868681e-01,5.918595781489119356e-02,1.940009542864301606e-01,-4.552556761257898188e+02,2.983508405603450342e+01,2.869151313485048815e-01,3.455590005463771153e-01,1.198618979633387233e-01,3.102874812001760740e-01,2.933670078343470489e-01,5.106836927555821193e-01,2.871812184437652071e-01,1.953307348904794252e-02,-2.627022950662753153e+00,2.226419694419988493e-01
3.471377126757409226e-02,1.289898545868559954e-01,1.609980662265416418e-01,1.051155557557026735e-02,2.325550718771822178e-01,2.157840870336879824e-01,4.828320331544415089e-01,1.481203526423737621e-02,2.120132617892093313e-02,4.024055137396461562e-02,1.257999289433622547e-01,9.111413937842741118e-02,1.262478799402543539e-01,2.847515503705050355e-02,1.715512482139467006e-03,4.473975682932549436e-01,1.899571912708437893e-01,1.369600789687740183e-01,2.383149479578154373e-01,2.431368155694563216e-01,-3.955299961556046906e-02,4.821978026789434657e-01,5.766918656550176769e-02,5.620863077696453686e-02,2.281923828627812068e-01
-3.681411075969902996e-02,1.555430381229892522e-01,1.953835914089433190e-01,-6.297629638793943423e-04,1.983318048223763896e-01,1.919504732799972857e-01,2.787030548534428775e-01,3.244792157607841454e-01,-1.281713551738897228e-02,8.958511739992766620e-02,1.992764625183470195e-01,8.520249885845401772e-02,3.938250601679958718e-02,-2.510761469809373592e-02,1.410097590243852492e-02,2.542437339670958196e-01,1.330381300627886121e-01,8.441742304783429740e-02,2.045607588029230706e-01,2.324660921385455770e-01,1.386145956198443915e-04,2.381008211308385247e-01,1.700930501721992227e-02,3.615039834581719458e-02,2.025453862667849492e-01
3.098634052793430849e-01,2.903299686846829153e-01,2.230428508863908921e-01,-3.847369521790129556e-03,1.992819823316640537e-01,2.738519455163574978e-01,3.380166135145871720e-01,2.983512225744742175e-01,-8.554649941684606268e-03,1.470857390208666626e-01,3.593151234899331636e-01,1.772877077507356569e-01,-5.279125520275847541e-03,-2.902691995384340876e-02,-2.480868782164306618e-01,3.126308526138955046e-01,2.183484584053792810e-01,1.354773101913722966e-01,3.578709727372866300e-01,2.989615027516279722e-01,-5.334478985307017362e-01,2.796459474683894997e-01,-1.101484488463746192e-01,5.544478642611637420e-02,2.885803803668408052e-01
6.617530788254662177e-02,1.760837903166973528e-01,4.340725017117819801e-02,-1.809516633021317558e-02,2.466294933845361859e-01,1.792606974583645929e-01,4.554084704103253389e-01,9.563931941018830041e-02,-8.723737319328813897e-03,7.116836083112758338e-02,2.155284620925127514e-01,4.843061491475288832e-02,1.013573179057690038e-01,2.538016568301557641e-01,2.207354345021678502e-02,4.451228365790265151e-01,3.010154557728554892e-01,6.564922570378360633e-02,2.634944950734879332e-01,2.643719950980358835e-01,1.390032227169212854e-02,4.361615206998746275e-01,6.938791203884150938e-02,-8.751807370032238520e-02,2.227554569368159765e-01
5.743329993650939103e-02,1.493960945627671733e-01,1.460292935580816479e-02,1.149220616142161489e+08,1.854337580907352290e-01,2.229441404344921496e-01,3.191755873635230278e-01,1.164995552131647266e-01,3.757591898858704815e-01,5.507098081013316743e-02,1.606604544762299247e-01,2.084656437718145627e-01,7.708505326484137166e-02,1.576937178818829821e+01,3.052198345674977720e+00,3.091646555074151204e-01,4.269833809552707748e-01,1.088009680679700303e-01,2.007209929831316741e-01,2.227237426319970681e-01,7.028797052640314673e-03,3.151470483819087676e-01,1.525717569075551137e-02,1.272104300920347875e+00,1.726260655410047362e-01
7.023326115099087774e-02,3.523168383727690589e-01,1.252528390417289306e-01,7.047730847194461599e-03,2.404278079886563724e-01,2.676898338793953225e-01,1.446548272015527048e-01,-1.583935969360366625e-01,8.309873194841746469e-02,1.024149147550748734e-01,1.393509426593220191e-01,2.433725429104588445e-01,-5.831797060513250336e-02,8.749966477633350920e-03,5.642851525524207644e-04,1.385773229352076363e-01,1.791099583013185670e-01,1.183770765660046159e-01,1.812946622392622442e-01,2.172451038478473428e-01,5.259901287137294656e-02,1.434864187407312863e-01,-1.270164645129976365e-02,-4.562381892634731657e-03,2.058284645821416015e-01
5.792972789913630738e-02,4.760591572352599471e-02,1.901749619253045309e-01,-4.956672664016821637e-04,2.451527244307272480e-01,2.088540625995369826e-01,3.079975799894509314e-01,7.235365811369319500e-02,1.541448605695959984e+00,3.932841748581381025e-02,4.429876811397737840e-02,1.166072074313333623e-01,1.334204113533792903e-02,-1.076853336918339376e-03,8.591465906991738177e-03,2.927797473227877201e-01,1.300310208084868024e-01,1.559587091824539418e-01,1.855999742103984773e-01,2.179965143367019742e-01,-1.732183747812887989e-02,2.979921406181362253e-01,1.598143255155792808e-01,5.014265103964353487e-02,2.302488929030820364e-01
-1.603547519727780701e-01,1.150169232543368503e-01,2.638554014257292191e-01,1.304933168151713729e-01,2.259112658977155408e-01,2.340787580779726262e-01,3.759730777609136543e-01,-3.029687980192572253e-02,-8.509606813488851396e-02,9.200716805780957686e-02,1.644974011827765870e-01,7.272578938312146413e-02,5.086918191930824701e-02,6.879937191900482585e-01,1.844050185275930287e-01,3.435863341049299469e-01,1.526993508012920997e-01,1.517950329864891645e-01,2.794981847917453188e-01,2.348510431549721833e-01,1.812321053178682145e-03,2.892874126599542239e-01,4.454120351121441113e-01,1.129177438071149592e-01,2.757363977319914894e-01
1.087954522414265879e-01,1.727846223500008882e-01,1.775295475213920504e-01,-3.623269399182327960e-03,1.464642976516886685e-01,1.696990171270665315e-01,3.523686186514708440e-01,6.286039152206385205e-02,-2.376301132135600902e-01,8.212963140209425528e-02,1.721812034722588758e-01,9.082849012535930411e-02,1.078891496568798597e-01,7.719170270337191025e-03,-4.646965769529235769e-03,3.329385722610193055e-01,3.996450282415625610e-01,1.448152454447728665e-01,2.313260307231782553e-01,2.158735084765843193e-01,6.064305568375427669e-01,3.223114973005848927e-01,1.543388928051566411e-01,-5.071508104885790180e-01,1.802020375038933808e-01
