1.000000000000003997e+00,1.000000000000000444e+00,1.000000000000003997e+00,9.999999999999996669e-01,9.999999999999978906e-01,1.000000000000003997e+00,1.000000000000000444e+00,9.999999999999978906e-01,9.999999999999996669e-01,9.999999999999978906e-01,1.000000000000000444e+00,1.000000000000003997e+00,1.000000000000000444e+00,9.999999999999996669e-01,1.000000000000003997e+00,9.999999999999996669e-01,9.999999999999978906e-01,9.999999999999996669e-01,1.000000000000003997e+00,1.000000000000001110e+00
7.798408683959895393e-01,8.762850326475112306e-01,7.798408683959895393e-01,6.988530027900352604e-01,7.833445367811650017e-01,7.798408683959895393e-01,8.762850326475112306e-01,7.833445367811650017e-01,6.988530027900352604e-01,7.833445367811650017e-01,8.762850326475112306e-01,7.798408683959895393e-01,8.762850326475112306e-01,6.988530027900352604e-01,7.798408683959895393e-01,6.988530027900352604e-01,7.833445367811650017e-01,6.988530027900352604e-01,7.798408683959895393e-01,8.199237104737938653e-01
7.498601929681752987e-01,5.836677690981860733e-01,7.498601929681752987e-01,6.467062367715178395e-01,4.169799472414666974e-01,7.498601929681752987e-01,5.836677690981860733e-01,4.169799472414666974e-01,6.467062367715178395e-01,4.169799472414666974e-01,5.836677690981860733e-01,7.498601929681752987e-01,5.836677690981860733e-01,6.467062367715178395e-01,7.498601929681752987e-01,6.467062367715178395e-01,4.169799472414666974e-01,6.467062367715178395e-01,7.498601929681752987e-01,8.238463179622360633e-01
9.986567626856026614e-01,9.120227508695489815e-01,9.986567626856026614e-01,8.844201254670658319e-01,8.104895255769010154e-01,9.986567626856026614e-01,9.120227508695489815e-01,8.104895255769010154e-01,8.844201254670658319e-01,8.104895255769010154e-01,9.120227508695489815e-01,9.986567626856026614e-01,9.120227508695489815e-01,8.844201254670658319e-01,9.986567626856026614e-01,8.844201254670658319e-01,8.104895255769010154e-01,8.844201254670658319e-01,9.986567626856026614e-01,9.377779728921294966e-01
8.594336227253757121e-01,9.953263721731355762e-01,8.594336227253757121e-01,9.745189449324688225e-01,9.953253334290116383e-01,8.594336227253757121e-01,9.953263721731355762e-01,9.953253334290116383e-01,9.745189449324688225e-01,9.953253334290116383e-01,9.953263721731355762e-01,8.594336227253757121e-01,9.953263721731355762e-01,9.745189449324688225e-01,8.594336227253757121e-01,9.745189449324688225e-01,9.953253334290116383e-01,9.745189449324688225e-01,8.594336227253757121e-01,9.999980462249957736e-01
7.759911407227761959e-01,9.218358516434816963e-01,7.759911407227761959e-01,8.008581215740513404e-01,8.365016963986673382e-01,7.759911407227761959e-01,9.218358516434816963e-01,8.365016963986673382e-01,8.008581215740513404e-01,8.365016963986673382e-01,9.218358516434816963e-01,7.759911407227761959e-01,9.218358516434816963e-01,8.008581215740513404e-01,7.759911407227761959e-01,8.008581215740513404e-01,8.365016963986673382e-01,8.008581215740513404e-01,7.759911407227761959e-01,9.820680704135090755e-01
9.820051613909265287e-01,7.272832885431582683e-01,9.820051613909265287e-01,5.331072844395275956e-01,5.502455071158595112e-01,9.820051613909265287e-01,7.272832885431582683e-01,5.502455071158595112e-01,5.331072844395275956e-01,5.502455071158595112e-01,7.272832885431582683e-01,9.820051613909265287e-01,7.272832885431582683e-01,5.331072844395275956e-01,9.820051613909265287e-01,5.331072844395275956e-01,5.502455071158595112e-01,5.331072844395275956e-01,9.820051613909265287e-01,6.725167952779008695e-01
9.510898745579879909e-01,9.838613484343166071e-01,9.510898745579879909e-01,8.713898578017081897e-01,8.763451751995552375e-01,9.510898745579879909e-01,9.838613484343166071e-01,8.763451751995552375e-01,8.713898578017081897e-01,8.763451751995552375e-01,9.838613484343166071e-01,9.510898745579879909e-01,9.838613484343166071e-01,8.713898578017081897e-01,9.510898745579879909e-01,8.713898578017081897e-01,8.763451751995552375e-01,8.713898578017081897e-01,9.510898745579879909e-01,8.791395567004767209e-01
8.425297531284900998e-01,9.395300818704402923e-01,8.425297531284900998e-01,9.092615702505975062e-01,9.395262368303599620e-01,8.425297531284900998e-01,9.395300818704402923e-01,9.395262368303599620e-01,9.092615702505975062e-01,9.395262368303599620e-01,9.395300818704402923e-01,8.425297531284900998e-01,9.395300818704402923e-01,9.092615702505975062e-01,8.425297531284900998e-01,9.092615702505975062e-01,9.395262368303599620e-01,9.092615702505975062e-01,8.425297531284900998e-01,9.999989554665632552e-01
9.317560259136389300e-01,9.806072969774147774e-01,9.317560259136389300e-01,5.926896271092131352e-01,8.987571930022900668e-01,9.317560259136389300e-01,9.806072969774147774e-01,8.987571930022900668e-01,5.926896271092131352e-01,8.987571930022900668e-01,9.806072969774147774e-01,9.317560259136389300e-01,9.806072969774147774e-01,5.926896271092131352e-01,9.317560259136389300e-01,5.926896271092131352e-01,8.987571930022900668e-01,5.926896271092131352e-01,9.317560259136389300e-01,8.000830513929392263e-01
9.991903518287068575e-01,8.943480470877948063e-01,9.991903518287068575e-01,8.745818560667995012e-01,7.011527432587447706e-01,9.991903518287068575e-01,8.943480470877948063e-01,7.011527432587447706e-01,8.745818560667995012e-01,7.011527432587447706e-01,8.943480470877948063e-01,9.991903518287068575e-01,8.943480470877948063e-01,8.745818560667995012e-01,9.991903518287068575e-01,8.745818560667995012e-01,7.011527432587447706e-01,8.745818560667995012e-01,9.991903518287068575e-01,9.550838744977360184e-01
