1.000000000000002665e+00,1.000000000000002220e+00
9.999800915669451173e-01,9.985948850515011799e-01
9.998038054306627176e-01,9.957892645837519430e-01
9.995689629116109032e-01,9.981638811774286024e-01
9.996467292604908073e-01,9.976754212557333856e-01
9.999189526757268354e-01,9.984699905985371382e-01
9.999933665072291422e-01,9.993009447804739320e-01
9.999421855469401432e-01,9.995269127568232603e-01
9.999271214513838490e-01,9.943346691751847599e-01
9.998415404037689358e-01,9.928123444776055795e-01
9.997939866663065889e-01,9.988198507204869570e-01
9.999331510569579029e-01,9.983207579883984772e-01
9.999426395882884400e-01,9.956811528160948166e-01
9.996653320973820644e-01,9.958797716489062868e-01
9.995160566459742046e-01,9.963088141899216765e-01
9.996715610692905596e-01,9.907393284128298561e-01
9.998523647310735285e-01,9.918228638015033072e-01
9.999450488111635282e-01,9.979110945693488999e-01
9.998831482718281150e-01,9.957069400469708009e-01
9.995013612169558748e-01,9.880575639841046032e-01
9.991187181919480853e-01,9.930198699553839381e-01
9.992646647784294567e-01,9.931002400708691669e-01
9.997298239711247536e-01,9.890350940146056535e-01
9.999484244087620821e-01,9.889809232431385766e-01
9.998551157824725477e-01,9.939957781885520038e-01
9.996016291413591937e-01,9.879475230386403073e-01
9.993119143549936689e-01,9.806890639716776548e-01
9.993355712370359800e-01,9.879340747887949137e-01
9.997430731976187923e-01,9.895050182919118420e-01
9.999678567975730514e-01,9.853578695633095075e-01
9.997489909162997623e-01,9.827695464525720848e-01
9.995220658737464792e-01,9.830801513651387102e-01
9.995371622000821521e-01,9.803081425441230179e-01
9.996654872586154816e-01,9.795398093587323052e-01
9.998598789922131802e-01,9.798926331526244260e-01
9.999335384702241480e-01,9.806687610246624942e-01
9.996232942311760183e-01,9.804362893734653861e-01
9.992633428571744414e-01,9.773926642285339916e-01
9.993633025470365361e-01,9.683017996680822748e-01
9.997138800259963709e-01,9.764156759852780088e-01
9.998737435004495522e-01,9.813828164783956476e-01
9.998392421154270737e-01,9.679636794704155056e-01
9.996511493333939402e-01,9.654081260105400464e-01
9.993517425141187349e-01,9.791166291978068426e-01
9.993087550441295264e-01,9.707442477638583700e-01
9.996195624963891690e-01,9.522474000236440528e-01
9.998080606116918068e-01,9.733662982797228747e-01
9.997014589579688026e-01,9.816531957816418963e-01
9.996084540349581271e-01,9.469531869007643543e-01
9.995782803269113170e-01,9.472373219947863854e-01
9.995288440142491293e-01,9.831112835514431714e-01
9.996132647975736196e-01,9.596864339605080119e-01
9.997301751471669995e-01,9.292022773722600215e-01
9.995745099345304530e-01,9.679061215862942991e-01
9.993495201210972345e-01,9.809958220469541246e-01
9.993968566857478475e-01,9.201961807490049994e-01
9.995423797161739898e-01,9.320476669403899850e-01
9.996062629690007917e-01,9.908281493995034772e-01
9.996848602009892337e-01,9.465435985410356468e-01
9.996432410184193929e-01,9.017051107360178896e-01
9.993719489790207078e-01,9.672651268629974819e-01
9.992470089523084464e-01,9.797788780724644431e-01
9.994542207473982032e-01,8.954526403863488637e-01
9.996517786506335934e-01,9.222968289796815711e-01
9.997122339855100126e-01,9.978992382764603208e-01
9.997700454988837082e-01,9.269937828509458022e-01
9.997189104983017494e-01,8.754332635950383690e-01
9.995848453259328359e-01,9.701172013882682910e-01
9.996688640794482161e-01,9.722728642499816054e-01
9.998394385422159081e-01,8.699223205647941271e-01
9.997239340858148360e-01,9.109524514559460551e-01
9.995065862691294711e-01,9.951099522509966322e-01
9.995229214996897982e-01,9.003344908108547040e-01
9.996637242806072354e-01,8.538019706383654928e-01
9.998046112661903573e-01,9.659980101301042232e-01
9.998960082895812507e-01,9.557460469068020936e-01
9.996336266292797923e-01,8.440272824070835789e-01
9.990362564127023282e-01,8.989891786128071383e-01
9.987497058845613562e-01,9.806848141246279349e-01
9.990380092490162012e-01,8.780679023721515986e-01
9.994403509585862988e-01,8.432844158963869186e-01
9.996028677605601764e-01,9.575321996877628195e-01
9.994471039435731674e-01,9.351822860228371503e-01
9.989476285216081219e-01,8.295608775457851136e-01
9.984955254604550579e-01,8.933321810277777830e-01
9.986101008727692463e-01,9.607523583487000973e-01
9.990449214473553496e-01,8.647631144303126183e-01
9.992167150155687461e-01,8.403868237675188313e-01
9.991406982123494096e-01,9.370331623680696609e-01
9.990572457986668375e-01,9.057113165478367645e-01
9.989693528621472751e-01,8.259475877253882325e-01
9.989932895490637454e-01,8.772432211771510335e-01
9.991685173117929031e-01,9.218079599717469153e-01
9.991451873790955229e-01,8.514670644455762938e-01
9.988915951292685058e-01,8.347357618872464080e-01
9.989116019383884604e-01,8.911427619816756351e-01
9.992901132047723456e-01,8.725226567275951028e-01
9.995978795288845697e-01,8.350500109629750423e-01
9.996717727492451244e-01,8.498262585333244967e-01
9.995305756425412191e-01,8.716987274382093087e-01
9.991567562026572036e-01,8.533294168914586919e-01
9.989231955764973359e-01,8.363902886681341409e-01
9.992377137407558729e-01,8.385266106866685609e-01
9.997655849759944369e-01,8.556684234485236740e-01
9.999874526731679092e-01,8.618323967159191579e-01
9.999375410900320782e-01,8.173540259572230626e-01
9.997432315095035049e-01,8.220111350297157893e-01
9.994243942029763517e-01,8.760142634690496477e-01
9.992948115732649406e-01,8.355611960716281539e-01
9.995228714540391746e-01,7.772154221414562247e-01
9.997210390179311901e-01,8.450400850589934176e-01
9.996883909105821475e-01,8.865458471407681174e-01
9.996557332902346049e-01,7.645068171237181520e-01
9.995973370628404853e-01,7.681918579609369191e-01
9.993755600875702250e-01,9.027502746251703236e-01
9.992096791478787265e-01,8.188775229616821472e-01
9.991659395924529230e-01,7.053354794764483682e-01
9.990096983802844166e-01,8.401961303956753113e-01
9.988740002961861153e-01,9.072608053726874955e-01
9.990184182711187022e-01,7.048737987974784680e-01
9.991857581160018542e-01,7.296638671453887781e-01
9.991156524914456272e-01,9.409453887403482764e-01
9.989640654824631927e-01,7.993258430544912807e-01
9.987773368646883920e-01,6.441198617115034830e-01
9.985540825929787312e-01,8.585071848780575499e-01
9.986392532551360279e-01,9.263999460052071422e-01
9.990882074761575637e-01,6.506885676190734547e-01
9.993617512801626912e-01,7.095950122270336946e-01
9.992385219626077619e-01,9.764605725000031766e-01
9.990300990989846586e-01,7.664100151450011777e-01
9.989042902533510349e-01,5.939666814966271247e-01
9.989499678790986215e-01,8.771119301542786850e-01
9.993173763412620536e-01,9.200758734500055214e-01
9.996840090180743044e-01,5.977518471053232529e-01
9.995623565804609978e-01,6.948442490332785715e-01
9.992000640453945204e-01,9.848734572416046884e-01
9.991260786345440570e-01,7.212762683852909085e-01
9.993106236664546227e-01,5.618937900781245665e-01
9.995370772789290426e-01,8.844003910709079541e-01
9.997125220417930613e-01,8.919514333078438773e-01
9.995929926415558775e-01,5.588293050739298051e-01
9.991991157314599192e-01,6.911529108889380435e-01
9.990779867714632001e-01,9.686858052701213806e-01
9.993817207929213131e-01,6.792255113463708804e-01
9.995994492728332848e-01,5.518979991330662527e-01
9.995108469055430378e-01,8.778924508512404579e-01
9.993279618064169201e-01,8.442542594017191648e-01
9.991362193841063499e-01,5.406351156816092685e-01
9.990759369833693837e-01,6.888774048351701262e-01
9.993271769079246081e-01,9.210478230834872049e-01
9.995399688423471929e-01,6.448118460334435476e-01
9.992982197417454859e-01,5.564393825856687181e-01
9.989259249547178809e-01,8.401779327463669844e-01
9.988703413204425008e-01,7.798150084824417849e-01
9.990302143629654630e-01,5.490190530724931017e-01
9.992365335735893250e-01,6.724256681337510422e-01
9.994028987149485843e-01,8.412611079551080007e-01
9.992445181608109461e-01,6.263633663958638742e-01
9.988073424481860307e-01,5.704487612783997186e-01
9.986522004447815348e-01,7.680577874709327846e-01
9.989243162675179866e-01,7.112135633568208437e-01
