1.000000000000002220e+00,1.000000000000002220e+00,1.000000000000002220e+00,1.000000000000002220e+00,1.000000000000002220e+00,1.000000000000002220e+00,1.000000000000002220e+00,1.000000000000002220e+00,1.000000000000002220e+00,1.000000000000002220e+00,1.000000000000002220e+00,1.000000000000002220e+00,1.000000000000002220e+00,1.000000000000002220e+00,1.000000000000002220e+00,1.000000000000002220e+00,1.000000000000002220e+00,1.000000000000002220e+00,1.000000000000002220e+00,1.000000000000002220e+00
7.170631946872958462e-01,7.170631946872958462e-01,7.170631946872958462e-01,7.170631946872958462e-01,7.170631946872958462e-01,7.170631946872958462e-01,7.170631946872958462e-01,7.170631946872958462e-01,7.170631946872958462e-01,7.170631946872958462e-01,7.170631946872958462e-01,7.170631946872958462e-01,7.170631946872958462e-01,7.170631946872958462e-01,7.170631946872958462e-01,7.170631946872958462e-01,7.170631946872958462e-01,7.170631946872958462e-01,7.170631946872958462e-01,7.170631946872958462e-01
6.695338745708527828e-01,6.695338745708527828e-01,6.695338745708527828e-01,6.695338745708527828e-01,6.695338745708527828e-01,6.695338745708527828e-01,6.695338745708527828e-01,6.695338745708527828e-01,6.695338745708527828e-01,6.695338745708527828e-01,6.695338745708527828e-01,6.695338745708527828e-01,6.695338745708527828e-01,6.695338745708527828e-01,6.695338745708527828e-01,6.695338745708527828e-01,6.695338745708527828e-01,6.695338745708527828e-01,6.695338745708527828e-01,6.695338745708527828e-01
9.890005359416529362e-01,9.890005359416529362e-01,9.890005359416529362e-01,9.890005359416529362e-01,9.890005359416529362e-01,9.890005359416529362e-01,9.890005359416529362e-01,9.890005359416529362e-01,9.890005359416529362e-01,9.890005359416529362e-01,9.890005359416529362e-01,9.890005359416529362e-01,9.890005359416529362e-01,9.890005359416529362e-01,9.890005359416529362e-01,9.890005359416529362e-01,9.890005359416529362e-01,9.890005359416529362e-01,9.890005359416529362e-01,9.890005359416529362e-01
8.222637062695052901e-01,8.222637062695052901e-01,8.222637062695052901e-01,8.222637062695052901e-01,8.222637062695052901e-01,8.222637062695052901e-01,8.222637062695052901e-01,8.222637062695052901e-01,8.222637062695052901e-01,8.222637062695052901e-01,8.222637062695052901e-01,8.222637062695052901e-01,8.222637062695052901e-01,8.222637062695052901e-01,8.222637062695052901e-01,8.222637062695052901e-01,8.222637062695052901e-01,8.222637062695052901e-01,8.222637062695052901e-01,8.222637062695052901e-01
6.892257130823590261e-01,6.892257130823590261e-01,6.892257130823590261e-01,6.892257130823590261e-01,6.892257130823590261e-01,6.892257130823590261e-01,6.892257130823590261e-01,6.892257130823590261e-01,6.892257130823590261e-01,6.892257130823590261e-01,6.892257130823590261e-01,6.892257130823590261e-01,6.892257130823590261e-01,6.892257130823590261e-01,6.892257130823590261e-01,6.892257130823590261e-01,6.892257130823590261e-01,6.892257130823590261e-01,6.892257130823590261e-01,6.892257130823590261e-01
9.486577634886241839e-01,9.486577634886241839e-01,9.486577634886241839e-01,9.486577634886241839e-01,9.486577634886241839e-01,9.486577634886241839e-01,9.486577634886241839e-01,9.486577634886241839e-01,9.486577634886241839e-01,9.486577634886241839e-01,9.486577634886241839e-01,9.486577634886241839e-01,9.486577634886241839e-01,9.486577634886241839e-01,9.486577634886241839e-01,9.486577634886241839e-01,9.486577634886241839e-01,9.486577634886241839e-01,9.486577634886241839e-01,9.486577634886241839e-01
9.387014643582214379e-01,9.387014643582214379e-01,9.387014643582214379e-01,9.387014643582214379e-01,9.387014643582214379e-01,9.387014643582214379e-01,9.387014643582214379e-01,9.387014643582214379e-01,9.387014643582214379e-01,9.387014643582214379e-01,9.387014643582214379e-01,9.387014643582214379e-01,9.387014643582214379e-01,9.387014643582214379e-01,9.387014643582214379e-01,9.387014643582214379e-01,9.387014643582214379e-01,9.387014643582214379e-01,9.387014643582214379e-01,9.387014643582214379e-01
7.606056540731001014e-01,7.606056540731001014e-01,7.606056540731001014e-01,7.606056540731001014e-01,7.606056540731001014e-01,7.606056540731001014e-01,7.606056540731001014e-01,7.606056540731001014e-01,7.606056540731001014e-01,7.606056540731001014e-01,7.606056540731001014e-01,7.606056540731001014e-01,7.606056540731001014e-01,7.606056540731001014e-01,7.606056540731001014e-01,7.606056540731001014e-01,7.606056540731001014e-01,7.606056540731001014e-01,7.606056540731001014e-01,7.606056540731001014e-01
8.722456779824847573e-01,8.722456779824847573e-01,8.722456779824847573e-01,8.722456779824847573e-01,8.722456779824847573e-01,8.722456779824847573e-01,8.722456779824847573e-01,8.722456779824847573e-01,8.722456779824847573e-01,8.722456779824847573e-01,8.722456779824847573e-01,8.722456779824847573e-01,8.722456779824847573e-01,8.722456779824847573e-01,8.722456779824847573e-01,8.722456779824847573e-01,8.722456779824847573e-01,8.722456779824847573e-01,8.722456779824847573e-01,8.722456779824847573e-01
