1.000000000000004441e+00,1.000000000000000888e+00,1.000000000000000888e+00,1.000000000000000666e+00,1.000000000000000888e+00
9.889669609931724947e-01,9.980510523979491122e-01,9.947339981337752768e-01,9.960689886473882426e-01,9.991308431288381531e-01
9.962701357853694928e-01,9.832229726665921987e-01,9.976206082528468189e-01,9.850481323152913138e-01,9.940165413465652522e-01
9.642633021647256664e-01,9.652143975483240546e-01,9.837615265540221587e-01,9.784979307815682148e-01,9.866502310412011978e-01
9.913676992563714707e-01,9.687487385223348957e-01,9.937681294741840254e-01,9.909860012887518055e-01,9.855596534348382010e-01
9.949175977137976190e-01,9.918225659547647011e-01,9.983398686272936251e-01,9.967944929485205163e-01,9.939072941492920199e-01
9.993412825386560616e-01,9.992241488243578384e-01,9.997873322902774973e-01,9.956195509013858747e-01,9.993177483293308461e-01
9.911162120759722249e-01,9.919476722874648322e-01,9.984839836901053811e-01,9.864879527100198775e-01,9.796638955093680545e-01
9.804844638149392555e-01,9.919573319153032198e-01,9.830229172310350760e-01,9.761088041286145600e-01,9.406611398115191092e-01
9.795370466154913469e-01,9.953064818523482682e-01,9.987920261268066202e-01,9.875526129951333054e-01,9.166897179174962051e-01
9.876803150103049544e-01,9.935615349268702712e-01,9.891477615054417027e-01,9.942384449337970942e-01,9.392181566233815948e-01
9.966353917574596322e-01,9.960216452379728747e-01,9.997646997577516181e-01,9.965731907770165598e-01,9.856695504786515682e-01
9.969282726963348829e-01,9.956976283030242181e-01,9.991414266792056909e-01,9.969065963598673363e-01,9.952408506742075334e-01
9.840407515849644016e-01,9.737446901582436087e-01,9.956752507787041129e-01,9.879283006719936644e-01,9.402422666759292502e-01
9.841762055273476362e-01,9.528921636716830568e-01,9.902358819501392295e-01,9.886560110713545901e-01,8.679409932267572181e-01
9.696455550794984557e-01,9.614583036366506352e-01,9.857518041131537734e-01,9.804586019277321540e-01,8.540452040167910708e-01
9.942637536082861160e-01,9.870396736786629655e-01,9.982150429913549949e-01,9.688756936457978419e-01,9.180754071277146267e-01
9.986006304701119385e-01,9.974556661415187042e-01,9.992793590354296374e-01,9.672432535724081459e-01,9.885037183648932579e-01
9.985234040818381507e-01,9.972257293169869419e-01,9.998861669597801649e-01,9.608857482925227123e-01,9.870100716347407488e-01
9.750525189572403217e-01,9.897997909290368046e-01,9.876606461904700041e-01,9.605706842256106492e-01,9.139807998071647344e-01
9.871777690210064016e-01,9.727512811943658244e-01,9.976606924560993406e-01,9.565774221779722586e-01,8.506590596699042939e-01
9.652620672326799323e-01,9.629866606577142107e-01,9.864553808377951594e-01,9.552651414458832591e-01,8.643829388424905114e-01
9.885076764020949147e-01,9.818817805740157612e-01,9.974581413809072705e-01,9.745007499842054388e-01,9.369079255123413663e-01
9.937670048103478537e-01,9.996209632133613576e-01,9.999271271252925253e-01,9.925869407404482869e-01,9.910220315902881216e-01
9.919857584491769131e-01,9.914094302880830378e-01,9.968888982284518363e-01,9.988513222121186974e-01,9.800820931996728769e-01
9.864819232150644490e-01,9.801558431034583796e-01,9.963044621301392345e-01,9.845865912356144278e-01,9.329298276268042089e-01
