1.000000000000004441e+00,1.000000000000000666e+00
9.663986306714497099e-01,9.864304639074467085e-01
7.693153104304968348e-01,9.849767591021604263e-01
3.115695267380994560e-01,9.771773402927640406e-01
1.765771004856161730e-01,9.933312704858822118e-01
2.178817966088034130e-01,9.865945285495497652e-01
4.981219057601524725e-01,9.816408435890036088e-01
7.258010605318111486e-01,9.863361603675997458e-01
5.739527846003856792e-01,9.880466331500753485e-01
6.501804528922302540e-01,9.839504861962307114e-01
2.844277656895019546e-01,9.833801106803788938e-01
3.757564667403662795e-01,9.813881398199055806e-01
-5.003534226827496267e-01,9.869438832800404571e-01
4.189001134078403910e-01,9.749307586500287615e-01
-9.150814986123999295e-02,9.841007040828999575e-01
7.471670573986646247e-01,9.817181556514704699e-01
-6.416135782777072222e-03,9.835927847308125749e-01
6.865053099007756288e-01,9.769154731332257979e-01
3.224149246978170180e-01,9.879345172264127894e-01
2.177581084012570889e-01,9.843458542022484048e-01
2.385307460845435823e-01,9.748250962950437692e-01
1.489810461373515804e-01,9.615791988740153284e-01
7.947408624260289267e-01,9.751257905221378808e-01
5.199893599163321056e-01,9.712936645157504989e-01
8.723865896217370963e-01,9.698652687973257081e-01
6.273359169192994633e-01,9.644181548145105420e-01
7.942668148118413596e-01,9.732214426648172489e-01
6.384386488975535290e-01,9.787907503477355498e-01
6.735619394212042366e-01,9.538322504487674047e-01
6.531034926150141029e-01,9.593808006377769759e-01
7.678517636276300795e-01,9.734886279002317178e-01
7.715596309383310203e-01,9.618504070308745435e-01
7.325556856533596006e-01,9.634738532878927009e-01
6.824954365702275982e-01,9.489334078060721600e-01
6.815577908909278282e-01,9.637603833305340428e-01
8.439058905195443439e-01,9.596479265894070076e-01
4.358654996031965378e-01,9.540962016040634985e-01
8.095136212817435339e-01,9.565344460791981307e-01
3.521332432748278118e-01,9.515461124793366254e-01
6.378900421729893910e-01,9.452277770902052234e-01
-1.952299805705273728e-02,9.419407299286238766e-01
4.526809872009582292e-01,9.360756159725373005e-01
2.807056325750205139e-01,9.354350667236742689e-01
4.643329992873498901e-01,9.354964087665926797e-01
3.775892623002315429e-01,9.309688250296516143e-01
3.394452549806226127e-01,9.306070978297854568e-01
4.263776000791925092e-01,9.196921225018275248e-01
-1.030742744221351814e-01,9.084771592171663190e-01
2.728960104985866941e-01,9.094527662658420386e-01
-2.231956307636172310e-01,9.143203442872007702e-01
5.704439804537491110e-01,9.103448619505436490e-01
2.356214757243855207e-01,8.961685613108203441e-01
7.324636715617327543e-01,8.940215209430852905e-01
1.677789751051502187e-01,8.888966273428775544e-01
6.456729958867571950e-01,8.800434393561600288e-01
2.680582510823984466e-01,8.701120544865296180e-01
1.204849660844451581e-01,8.683698033963007656e-01
2.649038463612522487e-01,8.678921255764771026e-01
5.390700337211878912e-01,8.563411888708342135e-01
7.364658162686202880e-01,8.518142484635015110e-01
6.826195820214920884e-01,8.463752302376063019e-01
6.505820722003164969e-01,8.577272387976127010e-01
5.933261740115807203e-01,8.433581041531208466e-01
3.795995973935963885e-01,8.438504018587155153e-01
1.110137030021207394e-01,8.428984532703946986e-01
1.605120880828287688e-01,8.321013992905033074e-01
2.945648413542314992e-01,8.249710029793334565e-01
6.742839882170250654e-01,8.175802788307579005e-01
4.207406628577866070e-01,8.282120278650144662e-01
4.495331755405743701e-01,8.261329683652086642e-01
3.567959480289918939e-01,8.082887047608492415e-01
-1.169665795790250998e-02,8.157248089278232861e-01
