9.999999999659350269e-01,9.999999999691386865e-01,9.999999999622686264e-01,9.999999999681794538e-01,9.999999999664681560e-01
9.856744543001070280e-01,9.874129319192131993e-01,9.899088076160956762e-01,9.977608362262404551e-01,8.146008450971884418e-01
9.694728166915284051e-01,9.881556968376011829e-01,9.902160972985878384e-01,9.970858562596797148e-01,8.227410100938928883e-01
9.919860121781531870e-01,9.926069432405552062e-01,9.963354225703578981e-01,9.975021817030575999e-01,7.729883655016762667e-01
9.299873349634074637e-01,9.846419922433392591e-01,9.908262720494656062e-01,9.969190386014571414e-01,9.296087393478231764e-01
9.651392437855259576e-01,9.919027498364244577e-01,9.894557292174294139e-01,9.966680944757578819e-01,8.638778489677977346e-01
9.340923300530354911e-01,9.898216301924853688e-01,9.854471018326649290e-01,9.933303634528014570e-01,9.873194253912478402e-01
8.112531868278669567e-01,9.899341002623792685e-01,9.865967551998636731e-01,9.912870689017422299e-01,7.517856157284829033e-01
9.753329670868362555e-01,9.885434899912542983e-01,9.867560525112051284e-01,9.929027973691725295e-01,8.224868701765158940e-01
7.630571054973349643e-01,9.849339148784560516e-01,9.703780152336404230e-01,9.931225211397907149e-01,9.064788697599646117e-01
7.518190576491988741e-01,9.866900998457934779e-01,9.672222812986470686e-01,9.890748393090996737e-01,9.817950687245490249e-01
9.345590398087307848e-01,9.787278061484604441e-01,9.561244299253752743e-01,9.833066486123746008e-01,8.710646557784720301e-01
5.096282618945490173e-01,9.687647466255422390e-01,9.336886114975936346e-01,9.827358985898552168e-01,9.798786681025274392e-01
8.139256638607701433e-01,9.657327252134563222e-01,9.289798630800562007e-01,9.847540013531068670e-01,7.227434496041242884e-01
7.752616880683773637e-01,9.654739423947935606e-01,9.150756602547286400e-01,9.797117792058773755e-01,9.244294031421459445e-01
3.211995676965406776e-01,9.631336755880746114e-01,8.940346934411617097e-01,9.674548296915779222e-01,9.490007835980994733e-01
9.132403998888839469e-01,9.656738398920168276e-01,8.784966817090570368e-01,9.590141571902698336e-01,9.068546912191923770e-01
4.581595141275922045e-01,9.655273249814563252e-01,8.507652908721007323e-01,9.635420458146042311e-01,8.661335986141721621e-01
3.325487746544701362e-01,9.545173793773252813e-01,8.236619082878995357e-01,9.620115669609061726e-01,9.593728665813855416e-01
9.076656764090266227e-01,9.467131314041411505e-01,8.000597856509049643e-01,9.431095965219573607e-01,7.547448658516662245e-01
1.359648270059838071e-01,9.314571300707300550e-01,7.758493447123990805e-01,9.268899594360688887e-01,9.485501588333743461e-01
5.255609434175344541e-01,9.204725722492932416e-01,7.559712866704647594e-01,9.255153802230760007e-01,8.066252816977491635e-01
7.133313490866729500e-01,9.036741881994471148e-01,7.265280107375196028e-01,9.273548832508957673e-01,7.999654330771069910e-01
8.915108448667684315e-03,8.912104791871513498e-01,7.033948619893877208e-01,9.084771488494882696e-01,8.797186183271126225e-01
7.385543918252863715e-01,8.846207985281568931e-01,6.712182759236811069e-01,8.784074045040997092e-01,9.271832378196916968e-01
4.002514807223395699e-01,8.656446717326574669e-01,6.252643465190610428e-01,8.681323477387173915e-01,7.500597823625700933e-01
1.315203371994900505e-01,8.576714530345972420e-01,5.925590952889879803e-01,8.738352359358803056e-01,8.220414857822103682e-01
8.003585586235947291e-01,8.463703933295905202e-01,5.564964696250219722e-01,8.628048845495245311e-01,6.306879523074472305e-01
1.641859886648156797e-01,8.176328768846565787e-01,5.164416597054035662e-01,8.257504157301195358e-01,7.806809664048782738e-01
3.855781871470254640e-01,8.115661920855643530e-01,4.937771941871349490e-01,8.011614751112074995e-01,8.557352631064542026e-01
6.817644438454455447e-01,7.979320128692310998e-01,4.681679038553540062e-01,8.069293615413654086e-01,8.714190683931739567e-01
1.307025258957497105e-01,7.792585467188374304e-01,4.407586596721483896e-01,8.079665694630385753e-01,6.644824671129282434e-01
5.809696912753160580e-01,7.633917244176073869e-01,4.215054558304713872e-01,7.744532517620642542e-01,6.620056570154834175e-01
4.806980406284614982e-01,7.367466515787070014e-01,3.952132057288251232e-01,7.308589830869860471e-01,6.036409864960570193e-01
2.566819289025529249e-01,7.086466521465457635e-01,3.728729875317861042e-01,7.231242204526689976e-01,7.866302734377098593e-01
6.246107479900910864e-01,6.792538800980344460e-01,3.503046133527620842e-01,7.324603247321388455e-01,8.002050339711183069e-01
3.694945818089375722e-01,6.552532805890759482e-01,3.215009347913930227e-01,7.091885154066671637e-01,7.726106875269492802e-01
4.028712886101704638e-01,6.386026711174594972e-01,2.983732325463872015e-01,6.539333142274412758e-01,5.729100923576486704e-01
5.340135693417447094e-01,6.087804197964720165e-01,2.738217542197903254e-01,6.239691543121926864e-01,6.297854037901092772e-01
3.508579635763661719e-01,5.792552627753039252e-01,2.472601671696268710e-01,6.326249614889769557e-01,6.389204817572404771e-01
4.444758070931754679e-01,5.503776753844615843e-01,2.308652962967227551e-01,6.250249656215132177e-01,7.124217676693840318e-01
4.249024199872696861e-01,5.269487508832256806e-01,2.202953273904798559e-01,5.745568150370915506e-01,7.116274777248524641e-01
3.603785122428392884e-01,5.082583895788058692e-01,2.111969157843974210e-01,5.262474232038064637e-01,6.781276521698985649e-01
4.048083915688194256e-01,4.920570270747074981e-01,2.076136456922844375e-01,5.245106508802169776e-01,5.290782579522311790e-01
3.588303638981253929e-01,4.748668561630188800e-01,2.042955093281352830e-01,5.330828330697185979e-01,6.486730635004628320e-01
3.374122186853755201e-01,4.496930451593240119e-01,1.962958604306031529e-01,4.988442530085204218e-01,5.573676934633683411e-01
3.229763624971450087e-01,4.231162411005299773e-01,1.851422847973289987e-01,4.427265061928426504e-01,5.802692487808381872e-01
2.984819953126301439e-01,4.017994404394313879e-01,1.747395613290155247e-01,4.223088671776895064e-01,6.077319274886874290e-01
2.848244150553585485e-01,3.851836726434845759e-01,1.610750299184206535e-01,4.372269896400244327e-01,5.736452770281514901e-01
2.661062963075084276e-01,3.659403068737002718e-01,1.499041720404019062e-01,4.272881333701389894e-01,5.182035882470343857e-01
2.441376926480954557e-01,3.501250099463412702e-01,1.439651444262524393e-01,3.760846286028186047e-01,5.541291478358727485e-01
2.300722003794994641e-01,3.280997075986539224e-01,1.374989845713683045e-01,3.378960700377524051e-01,4.000180563147416324e-01
2.093203970989421514e-01,2.985494070056042837e-01,1.341606462761814611e-01,3.453335840503943821e-01,4.599871658133025676e-01
1.876931071394585815e-01,2.799702232711996919e-01,1.362525000263861141e-01,3.535183104857287928e-01,5.148111879664687418e-01
1.872097633249229509e-01,2.615448002006287576e-01,1.352724183776066180e-01,3.186730243818067798e-01,4.718543805940121350e-01
1.551467047343063066e-01,2.446828574147336122e-01,1.364063933748743407e-01,2.708207237067567497e-01,4.422610097951053532e-01
1.514477415793980541e-01,2.346088379769633858e-01,1.410122844963808131e-01,2.610744334111136378e-01,3.939116637736304050e-01
1.579109420958944299e-01,2.211189475687589667e-01,1.396992811485033570e-01,2.746212253438258810e-01,2.886414008543485843e-01
1.033505406903072882e-01,2.069378522886214933e-01,1.396188033663039729e-01,2.584046641507485309e-01,3.975272322369783340e-01
1.317488708048704937e-01,1.926450006698688378e-01,1.358614541595579706e-01,2.132957845537626629e-01,4.068135008573264266e-01
1.130605743616524689e-01,1.813278790677854135e-01,1.264106328524104150e-01,1.878248917656737682e-01,3.827103797832147047e-01
6.777980841104686016e-02,1.729573824568773899e-01,1.192756152068417397e-01,1.971818782450870666e-01,3.259703287711937514e-01
1.219692870663738049e-01,1.641647361376822878e-01,1.129121076457363371e-01,1.988894259972777134e-01,2.795625122682708352e-01
6.069723596944191085e-02,1.565188308554953389e-01,1.078389725672183469e-01,1.679855517155697253e-01,2.612032183107100280e-01
5.816963763056115511e-02,1.458297783980429252e-01,1.139471705321943862e-01,1.366489827455892037e-01,3.387535955431421053e-01
1.010006745376062220e-01,1.333964121106613332e-01,1.194556440852553164e-01,1.355265531155238901e-01,3.240654885586819467e-01
2.140578603196445495e-02,1.216380186468078439e-01,1.236827906868018662e-01,1.461341454555247499e-01,2.823500523501347725e-01
6.596921782365956777e-02,1.119391147005749099e-01,1.299252577544952880e-01,1.331938286965665130e-01,2.500150169572110115e-01
6.342932327348914379e-02,1.055146698050342530e-01,1.280386305491469923e-01,1.041161446320318235e-01,2.411317432894588275e-01
6.456566617090174487e-03,9.821838544317125497e-02,1.172467702477194146e-01,9.282902910661369744e-02,2.460872218685667689e-01
6.446992226900787049e-02,8.876736521466119245e-02,1.089943641517575057e-01,1.015555830309307767e-01,2.629542258317545400e-01
2.526413021685625093e-02,8.043408535650867219e-02,9.739755395823730677e-02,1.008917964515322480e-01,2.481640026480130823e-01
1.337581244771434384e-02,7.229355674246536190e-02,8.541844777225267304e-02,7.947775404861769089e-02,2.153162925550942963e-01
