1.409581608253419049e-01,-4.224221951955017818e-01,2.390043646843669489e-01,6.173178035584723222e-01,2.927293374728169861e-01,3.739636645026747086e-01,-3.210788759611723359e-02,3.428502584507419626e-01,5.570653760308154068e-01,1.546425554803129432e-01,2.581528364581979762e-01,-3.905551030285370206e-01,2.878762470519808936e-01,1.697564756048295098e-01,1.977138686419423752e-01,8.518947501978806347e-01,4.556727594890705446e-01,2.577143429831472154e+00,2.085085087779069146e-01,3.134041803601101406e-01,9.279015579084928800e-02,-1.189351208861539222e+00,3.350597266147296027e-01,1.630112094359951747e-01,2.010259367905231076e-01
6.083680286482966854e-02,1.001901789619658902e-02,8.707889346682501364e-02,8.245643730533512572e-02,2.085965300106433773e-01,2.852637975770188489e-02,-4.607659192827154998e-02,4.835714380607177842e-01,1.039949802833768644e-01,8.717051591819680034e-02,2.608523056605567270e-01,-5.257773111703976099e-01,1.115077711826708007e-01,8.297204568564092719e-02,2.745982096292580721e-01,8.811135555167944056e-03,2.466622024821321646e-02,1.017331681600968929e-01,7.503570378444825162e-02,7.676464495768894891e-02,2.521062329795448753e-01,1.454045067615881807e-02,2.394137121657164136e-01,1.683420996394799918e-01,1.581230816413246310e-01
-1.757337283564627817e-02,-2.318252720409706962e-03,1.317162175697236259e-01,1.422054217380653574e-01,1.766995852981497750e-01,1.095389236364720763e-03,-1.183308792992216613e-02,2.315608578823988295e-01,5.026412746852363528e-02,9.316349396557954687e-02,7.989214624338228377e-02,-5.714766232384168795e-03,1.216349064303505340e-01,1.786444153150999192e-01,2.310864337952023839e-01,1.099254355650656524e-03,4.071938576847428971e-03,5.606456335544711400e-02,4.582706654942788477e-02,1.329158585096361089e-01,2.244200469036735854e-02,6.648605483993748344e-02,2.011807091524335234e-01,4.704737338582871964e-02,1.208250145918402796e-01
1.556289451397463997e-01,2.858582611883212277e+00,2.069743369721760151e-01,5.275647060937314198e-02,2.159817377297619523e-01,4.965927115559463922e-02,2.037223035855217468e+00,3.109714387349865605e-01,1.053527376333014687e-01,1.384211160185583045e-01,1.504370514114312385e-01,2.352547264121040982e+00,1.073861814403936354e-01,1.642709264345380560e-01,2.047104171876461265e-01,8.038491141290433906e-02,2.107167450082067517e-02,4.603644389115896240e-02,1.549971866530873432e-01,2.220883562952140067e-01,6.346609170449112047e-02,1.007900995166036429e-01,2.095498684161738456e-01,1.339549597774629952e-01,2.213529846349990560e-01
2.851726377484990471e-01,-8.721909525796498266e-03,8.432027471613473546e-02,1.534339149246808642e-01,2.789339639340572274e-01,2.027425905965663244e-01,4.831296275610093283e-02,4.628923676743125770e-01,1.781112840605321712e-01,8.209898302925758284e-02,3.010943080686664941e-01,4.578692520902629542e-02,1.648411106158582662e-01,9.183049110321522823e-02,8.398138750879287351e-02,-5.349530478362415215e-02,2.943516827375402059e-02,2.591590920292534683e-01,2.552827122555825223e-01,1.383836797044897815e-01,1.815209964263443110e-01,2.993569090971851671e-02,2.249442460273268773e-01,3.724561083246888393e-01,1.914681993365703605e-01
2.174023737313076077e-01,2.645856434507583010e-01,3.227431046800146586e-01,6.032017904268444780e-02,2.128509310455138082e-01,2.129047747978283223e-01,7.977032450674260283e-03,3.716548541310313869e-01,9.858254671691842053e-02,1.129141902741202519e-01,1.461169739158057479e-01,1.674039268928211033e-02,7.963138582598668080e-02,8.500967409045072365e-02,6.413428763668170551e-02,-1.013114480729218725e+00,-7.617067730072716314e-01,8.961963073289849202e-01,2.447296911784983819e-01,1.277190472907768770e-01,4.635525204480315381e-02,-3.935193656004991158e+00,1.955310704554805434e-01,1.886101750805849464e-01,1.928878218908986752e-01
3.124105700074061853e-02,-1.186229663651189592e-01,1.248486209034240929e-01,2.023244549535695436e-01,2.069562513729390485e-01,3.333256055121698591e-02,-7.761486963220902945e-03,1.995281887014761502e-01,7.292048137479632819e-02,5.882057507170959654e-02,-4.562260783670598480e-02,3.943230639063750181e-02,5.537437543718829597e-02,1.410312466075571147e-01,2.439138584375787622e-01,2.319260972777477670e-01,1.239579767099769671e-02,1.322655236627086062e-01,6.870868045643518940e-02,1.572166270860870796e-01,-3.310317588807839845e-03,6.371860976245868891e-02,2.159806367471069632e-01,9.017593726078997063e-02,1.036871244500774392e-01
1.394853470452177280e-01,-5.660362043356930405e-03,1.564162282353761813e-01,1.364388342944525823e-01,2.246397760201616634e-01,7.898945560056282178e-02,5.316564073180253709e-03,3.332976670096221561e-01,1.450367441391051671e-01,1.163143704634404252e-01,1.048866162858643897e-01,4.087595632823471520e-02,1.652320827057103536e-01,1.809252714873691437e-01,1.600983602680189910e-01,5.052885930644687718e-02,2.246757812596442139e-02,6.617346197830541177e-02,1.083151461375738284e-01,5.495408803930439817e-02,1.191094789154405337e-01,7.397604735876535387e-02,2.440156567906231477e-01,7.623142752644666842e-02,2.174220352084292596e-01
5.203598544766191436e-02,-1.220598879559881781e-03,1.865745431015847777e-01,2.059889093762397871e-01,2.500231914943608635e-01,5.301097479750205288e-02,4.432490647409914608e-03,2.905165740930982787e-01,5.725731097978166428e-02,2.093780404240009607e-01,-2.066696852729758144e-02,-8.192796001300149678e-02,6.430152970627070474e-02,2.948858650541847162e-02,1.793964597170544517e-01,8.897299914534220061e-03,1.103131451350055914e-01,4.597890747573897541e-02,1.486255951363998629e-01,1.844237596561968950e-01,9.074998132331958678e-02,2.186380039371477457e-01,2.341763806934298309e-01,1.096258712136823771e-01,2.242305590417641159e-01
-2.379634048182183159e-01,1.562197597072920163e-01,7.027297603562680794e-02,7.206405993571428359e-02,1.938883673112820616e-01,6.276709593057970549e-02,-1.048569000365953963e-01,3.475184127358205144e-01,1.429377843206679211e-01,1.252014236862019347e-01,1.436328764146455605e-01,1.067088311461838416e-03,1.300344386580320200e-01,2.160553577876682119e-01,1.593601228455623908e-01,2.212434710497268586e-02,4.399011313474620460e-02,4.085925685110097100e-02,7.016086956694247978e-02,1.004569647277947647e-01,7.396990079168547227e-02,1.895881922309506501e-02,2.315673450060081739e-01,1.789038047870788462e-01,1.868817085828385349e-01
